t_stamp,x,y,z,x_dot,y_dot,z_dot
86.400000,0.000078,0.000000,0.000000,0.000001,0.000000,0.000000
172.800000,0.000233,0.000000,0.000000,0.000002,0.000000,0.000000
259.200000,0.000466,0.000000,0.000000,0.000003,0.000000,0.000000
345.600000,0.000777,0.000000,0.000000,0.000004,0.000000,0.000000
432.000000,0.001166,0.000000,0.000000,0.000004,0.000000,0.000000
518.400000,0.001632,0.000000,0.000000,0.000005,0.000000,0.000000
604.800000,0.002176,0.000000,0.000000,0.000006,0.000000,0.000000
691.200000,0.002798,0.000001,0.000000,0.000007,0.000000,0.000000
777.600000,0.003498,0.000001,0.000000,0.000008,0.000000,0.000000
864.000000,0.004275,0.000001,0.000000,0.000009,0.000000,0.000000
950.400000,0.005130,0.000002,0.000000,0.000010,0.000000,0.000000
1036.800000,0.006063,0.000002,0.000000,0.000011,0.000000,0.000000
1123.200000,0.007073,0.000003,0.000000,0.000012,0.000000,0.000000
1209.600000,0.008161,0.000004,0.000000,0.000013,0.000000,0.000000
1296.000000,0.009327,0.000005,0.000000,0.000013,0.000000,0.000000
1382.400000,0.010571,0.000006,0.000000,0.000014,0.000000,0.000000
1468.800000,0.011892,0.000007,0.000000,0.000015,0.000000,0.000000
1555.200000,0.013291,0.000008,0.000000,0.000016,0.000000,0.000000
1641.600000,0.014768,0.000010,0.000000,0.000017,0.000000,0.000000
1728.000000,0.016322,0.000011,0.000000,0.000018,0.000000,0.000000
1814.400000,0.017954,0.000013,0.000000,0.000019,0.000000,0.000000
1900.800000,0.019664,0.000015,0.000000,0.000020,0.000000,0.000000
1987.200000,0.021452,0.000017,0.000000,0.000021,0.000000,0.000000
2073.600000,0.023317,0.000020,0.000000,0.000022,0.000000,0.000000
2160.000000,0.025260,0.000022,0.000000,0.000022,0.000000,0.000000
2246.400000,0.027281,0.000025,0.000000,0.000023,0.000000,0.000000
2332.800000,0.029380,0.000028,0.000000,0.000024,0.000000,0.000000
2419.200000,0.031556,0.000031,0.000000,0.000025,0.000000,0.000000
2505.600000,0.033810,0.000035,0.000000,0.000026,0.000000,0.000000
2592.000000,0.036142,0.000039,0.000000,0.000027,0.000000,0.000000
2678.400000,0.038551,0.000043,0.000000,0.000028,0.000000,0.000000
2764.800000,0.041038,0.000047,0.000000,0.000029,0.000000,0.000000
2851.200000,0.043603,0.000052,0.000000,0.000030,0.000000,0.000000
2937.600000,0.046246,0.000056,0.000000,0.000031,0.000000,0.000000
3024.000000,0.048966,0.000062,0.000000,0.000031,0.000000,0.000000
3110.400000,0.051764,0.000067,0.000000,0.000032,0.000000,0.000000
3196.800000,0.054640,0.000073,0.000000,0.000033,0.000000,0.000000
3283.200000,0.057594,0.000079,0.000000,0.000034,0.000000,0.000000
3369.600000,0.060625,0.000085,0.000000,0.000035,0.000000,0.000000
3456.000000,0.063734,0.000092,0.000000,0.000036,0.000000,0.000000
3542.400000,0.066921,0.000099,0.000000,0.000037,0.000000,0.000000
3628.800000,0.070185,0.000106,0.000000,0.000038,0.000000,0.000000
3715.200000,0.073527,0.000114,0.000000,0.000039,0.000000,0.000000
3801.600000,0.076947,0.000122,0.000000,0.000040,0.000000,0.000000
3888.000000,0.080445,0.000131,0.000000,0.000040,0.000000,0.000000
3974.400000,0.084020,0.000140,0.000000,0.000041,0.000000,0.000000
4060.800000,0.087673,0.000149,0.000000,0.000042,0.000000,0.000000
4147.200000,0.091404,0.000159,0.000000,0.000043,0.000000,0.000000
4233.600000,0.095212,0.000169,0.000000,0.000044,0.000000,0.000000
4320.000000,0.099098,0.000180,0.000000,0.000045,0.000000,0.000000
4406.400000,0.103062,0.000191,0.000000,0.000046,0.000000,0.000000
4492.800000,0.107104,0.000202,0.000000,0.000047,0.000000,0.000000
4579.200000,0.111223,0.000214,0.000000,0.000048,0.000000,0.000000
4665.600000,0.115420,0.000226,0.000000,0.000049,0.000000,0.000000
4752.000000,0.119695,0.000239,0.000000,0.000049,0.000000,0.000000
4838.400000,0.124048,0.000252,0.000000,0.000050,0.000000,0.000000
4924.800000,0.128478,0.000266,0.000000,0.000051,0.000000,0.000000
5011.200000,0.132986,0.000280,0.000000,0.000052,0.000000,0.000000
5097.600000,0.137572,0.000295,0.000000,0.000053,0.000000,0.000000
5184.000000,0.142235,0.000310,0.000000,0.000054,0.000000,0.000000
5270.400000,0.146976,0.000326,0.000000,0.000055,0.000000,0.000000
5356.800000,0.151795,0.000342,0.000000,0.000056,0.000000,0.000000
5443.200000,0.156692,0.000359,0.000000,0.000057,0.000000,0.000000
